"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,"Total clicks","Matched audience targeting consumption (Photo Click)","Other clicks","Views from Organic posts","Views from Boosted posts","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1355478743245541,100063502856757,NEOGELA,"Il recupero funzionale NON È SOLO utile in seguito ad un infortunio, ma fondamentale anche quando senti che il tuo corpo non sta funzionando al meglio. 🦵

Spesso ci si ferma prima di aver davvero ricostruito forza e mobilità, con il rischio di andare incontro a nuovi dolori o peggio infortuni. 😱

Un percorso strutturato con un personal trainer specializzato può aiutarti a recuperare nel modo giusto ed evitare danni futuri. 
Vuoi ritrovare la tua forma migliore? Seguici per altri consigli di salute 💪","Il recupero funzionale NON È SOLO utile in seguito ad un infortunio, ma fondamentale anche quando senti che il tuo corpo non sta funzionando al meglio. 🦵

Spesso ci si ferma prima di aver davvero ricostruito forza e mobilità, con il rischio di andare incontro a nuovi dolori o peggio infortuni. 😱

Un percorso strutturato con un personal trainer specializzato può aiutarti a recuperare nel modo giusto ed evitare danni futuri. 
Vuoi ritrovare la tua forma migliore? Seguici per altri consigli di salute 💪",74,"09/09/2025 02:59",N/A,https://www.facebook.com/reel/1192387409600718/,0,0,Videos,,,,,Lifetime,592,533,7,5,2,0,0,,,597,0,533,0,231,23,219,23,0,231,4242.524,7.699,0,0,0
1352076756919073,100063502856757,NEOGELA,"Dietro Neogela, ci siamo noi 😉
Piacere di conoscerti!","Dietro Neogela, ci siamo noi 😉
Piacere di conoscerti!",17,"09/05/2025 02:59",uploaded,https://www.facebook.com/reel/1701250950579939/,0,0,Videos,,,,,Lifetime,868,724,10,9,0,1,8,,8,873,0,724,0,288,0,273,0,0,288,3810.955,5.067,0,0,0
1350274350432647,100063502856757,NEOGELA,"Se sei in gravidanza, è bene che tu ponga particolare attenzione alla quantità giornaliera di proteine che assumi.🤰 

Il Dr. Zeggio ci spiega perché l’apporto proteico è così importante e quali fonti proteiche è possibile scegliere. 💪

👉 Video completo sul canale YouTube Neogela","Se sei in gravidanza, è bene che tu ponga particolare attenzione alla quantità giornaliera di proteine che assumi.🤰 

Il Dr. Zeggio ci spiega perché l’apporto proteico è così importante e quali fonti proteiche è possibile scegliere. 💪

👉 Video completo sul canale YouTube Neogela",58,"09/03/2025 02:59",N/A,https://www.facebook.com/reel/1282989153278175/,0,0,Videos,,,,,Lifetime,544,511,2,1,0,1,1,,1,549,0,511,0,238,0,219,0,0,238,2417.561,4.604,0,0,0
1349428200517262,100063502856757,NEOGELA,"Sì Neogela collagene è utile anche per la pelle, ma non aspettarti risultati nei primi giorni di assunzione. 🧐

Il collagene compone tutti i tessuti connettivi del nostro corpo, dalle ossa ai tendini, dalle unghie alla pelle. Tuttavia, non siamo noi a decidere dove andrà ad agire il collagene che assumiamo. 😱

Eh sì, perché il nostro organismo ragiona per priorità: le ossa e le cartilagini sono i tessuti più abbondanti di collagene e quindi quelli che in genere ne hanno maggiore bisogno, soprattutto se sono presenti patologie come artrosi o osteoporosi. 🦴

Come fare quindi per vedere risultati sulla pelle? L’assunzione regolare di un collagene puro di qualità darà i suoi frutti nel lungo periodo, quando l’organismo di sarà assicurato di aver nutrito a dovere la tua struttura 😉

Seguici per scoprire tutti i benefici del collagene 💙","Sì Neogela collagene è utile anche per la pelle, ma non aspettarti risultati nei primi giorni di assunzione. 🧐

Il collagene compone tutti i tessuti connettivi del nostro corpo, dalle ossa ai tendini, dalle unghie alla pelle. Tuttavia, non siamo noi a decidere dove andrà ad agire il collagene che assumiamo. 😱

Eh sì, perché il nostro organismo ragiona per priorità: le ossa e le cartilagini sono i tessuti più abbondanti di collagene e quindi quelli che in genere ne hanno maggiore bisogno, soprattutto se sono presenti patologie come artrosi o osteoporosi. 🦴

Come fare quindi per vedere risultati sulla pelle? L’assunzione regolare di un collagene puro di qualità darà i suoi frutti nel lungo periodo, quando l’organismo di sarà assicurato di aver nutrito a dovere la tua struttura 😉

Seguici per scoprire tutti i benefici del collagene 💙",104,"09/02/2025 02:59",N/A,https://www.facebook.com/neogela/videos/2785462254983085/,0,0,Videos,,,,,Lifetime,691,604,10,10,0,0,0,,,696,0,604,0,298,49,280,46,0,298,7610.352,11.835,0,0,0
1346095914183824,100063502856757,NEOGELA,"Integrare ogni mattina il collagene idrolizzato Neogela vuol dire: 
✅ mantenere sane ossa e articolazioni
✅ rinforzare tendini e legamenti
✅ ridurre il dolore articolare
✅ prevenire fratture e infortuni 
✅ migliorare forza e flessibilità

Seguici e scopri come il collagene può migliorare la tua quotidianità 💙","Integrare ogni mattina il collagene idrolizzato Neogela vuol dire: 
✅ mantenere sane ossa e articolazioni
✅ rinforzare tendini e legamenti
✅ ridurre il dolore articolare
✅ prevenire fratture e infortuni 
✅ migliorare forza e flessibilità

Seguici e scopri come il collagene può migliorare la tua quotidianità 💙",16,"08/29/2025 02:59",N/A,https://www.facebook.com/reel/1496104405173690/,0,0,Reels,,,,,Lifetime,511,420,3,3,0,0,3,,3,514,0,420,0,,,,,0,263,2911.449,6.755,0,,0
1343315897795159,100063502856757,NEOGELA,"Hai mai sentito parlare di Rieducazione Posturale Globale? 🤔
La Dott.ssa Marcelli Pales, fisioterapista esperta di RPG, ci racconta su quali principi si basa questa tecnica e perché può aiutare in caso di osteoporosi. 🦴

Se soffri di osteopenia o osteoporosi e cerchi consigli utili e pratici per migliorare il tuo benessere, seguici sui nostri profili 💙","Hai mai sentito parlare di Rieducazione Posturale Globale? 🤔
La Dott.ssa Marcelli Pales, fisioterapista esperta di RPG, ci racconta su quali principi si basa questa tecnica e perché può aiutare in caso di osteoporosi. 🦴

Se soffri di osteopenia o osteoporosi e cerchi consigli utili e pratici per migliorare il tuo benessere, seguici sui nostri profili 💙",114,"08/26/2025 02:59",N/A,https://www.facebook.com/neogela/videos/1155028116444510/,0,0,Videos,,,,,Lifetime,3420,3216,49,46,0,3,21,,21,3415,0,3216,0,1443,418,1418,408,0,1443,61307.071,19.327,0,0,0
1342259454567470,100063502856757,NEOGELA,"1 scatola di Neogela collagene = 28 giorni di salute per le tue ossa 💪","1 scatola di Neogela collagene = 28 giorni di salute per le tue ossa 💪",12,"08/25/2025 02:59",N/A,https://www.facebook.com/reel/1301663164809395/,0,0,Reels,,,,,Lifetime,670,525,13,7,5,1,21,,21,674,0,525,0,,,,,0,320,3552.563,6.702,0,,0
1339511924842223,100063502856757,NEOGELA,"Riconoscere l’indebolimento osseo non è così semplice, spesso non ci sono sintomi evidenti.🔔

Esistono però dei campanelli di allarme che possiamo riconoscere: 
➡️ dolore diffuso alla schiena senza un motivo preciso
➡️ riduzione della statura
➡️ la schiena che tende ad incurvarsi
➡️ facilità a fratturarsi

Se ti riconosci in uno di questi segnali, rivolgiti al tuo medico e richiedi un controllo della densità ossea.🦴

Conoscere lo stato di salute delle tue ossa è il primo passo per sapere come prendertene cura al meglio. 💪","Riconoscere l’indebolimento osseo non è così semplice, spesso non ci sono sintomi evidenti.🔔

Esistono però dei campanelli di allarme che possiamo riconoscere: 
➡️ dolore diffuso alla schiena senza un motivo preciso
➡️ riduzione della statura
➡️ la schiena che tende ad incurvarsi
➡️ facilità a fratturarsi

Se ti riconosci in uno di questi segnali, rivolgiti al tuo medico e richiedi un controllo della densità ossea.🦴

Conoscere lo stato di salute delle tue ossa è il primo passo per sapere come prendertene cura al meglio. 💪",76,"08/22/2025 02:59",N/A,https://www.facebook.com/reel/2610032492664442/,0,0,Reels,,,,,Lifetime,4831,4460,73,62,0,11,62,,62,4825,0,4460,0,,,,,0,2138,72986.56,16.505,0,,0
1336649758461773,100063502856757,NEOGELA,"Diagnosi di osteoporosi? Ecco 3 passi da fare subito: 

✅ rivolgiti ad uno specialista
✅ adotta uno stile di vita salutare
✅ integra la proteina specifica del collagene per supportare il tessuto osseo

Visita il nostro sito www.neogela.com: troverai informazioni e consigli pratici per affrontare l’osteoporosi con consapevolezza 💪","Diagnosi di osteoporosi? Ecco 3 passi da fare subito: 

✅ rivolgiti ad uno specialista
✅ adotta uno stile di vita salutare
✅ integra la proteina specifica del collagene per supportare il tessuto osseo

Visita il nostro sito www.neogela.com: troverai informazioni e consigli pratici per affrontare l’osteoporosi con consapevolezza 💪",62,"08/19/2025 02:59",N/A,https://www.facebook.com/reel/1612796923023558/,0,0,Reels,,,,,Lifetime,501,430,6,4,0,2,2,,2,502,0,430,0,,,,,0,215,7252.977,16.081,0,,0
1332111022248980,100063502856757,NEOGELA,"Un semplice gesto quotidiano a cui non puoi rinunciare se ci tieni alle tue ossa 😉","Un semplice gesto quotidiano a cui non puoi rinunciare se ci tieni alle tue ossa 😉",7,"08/14/2025 02:59",N/A,https://www.facebook.com/reel/1496133811739640/,0,0,Reels,,,,,Lifetime,502,375,0,0,0,0,1,,1,503,0,375,0,,,,,0,172,2001.776,5.454,0,,0
1330322522427830,100063502856757,NEOGELA,"Se ti sei infortunato e il dolore è passato, non pensare che sia tutto risolto. Il momento di agire in modo diretto è proprio questo. 🔥

Mattia Casonato, personal trainer, ci racconta quanto la fase di recupero post-infortunio sia fondamentale per ritrovare la piena funzionalità della zona interessata. 💪

È necessario riprendere il movimento in modo graduale e controllato, per evitare che una disattenzione si traduca in un secondo infortunio. 🏃‍♂️","Se ti sei infortunato e il dolore è passato, non pensare che sia tutto risolto. Il momento di agire in modo diretto è proprio questo. 🔥

Mattia Casonato, personal trainer, ci racconta quanto la fase di recupero post-infortunio sia fondamentale per ritrovare la piena funzionalità della zona interessata. 💪

È necessario riprendere il movimento in modo graduale e controllato, per evitare che una disattenzione si traduca in un secondo infortunio. 🏃‍♂️",61,"08/12/2025 02:59",N/A,https://www.facebook.com/reel/2504736016570077/,0,0,Reels,,,,,Lifetime,438,375,1,0,0,1,0,,,440,0,375,0,,,,,0,117,2192.114,5.466,0,,0
1329431772516905,100063502856757,NEOGELA,"🧐Conserva Neogela nella tua dispensa:
in un luogo asciutto e lontano da fonti dirette di calore. Non è necessario metterlo in frigo, vicino al caffè andrà benissimo. ✅
Una volta aperta la confezione, consuma il contenuto entro 12 mesi. 🕰️",,0,"08/11/2025 02:59",N/A,https://www.facebook.com/neogela/posts/pfbid02c8kjMNyixTKZiyoMZkMLayrXydUNmC9XC41EYJ4qCN8YjVCGsLTyMZ1qVVB7X3dql,0,0,Photos,,,,,Lifetime,535,367,2,2,0,0,8,6,2,535,0,367,0,0,0,0,0,0,0,,,,,
1326741989452550,100063502856757,NEOGELA,"Pensi che il collagene marino sia quello più facilmente assimilabile dal nostro corpo? Devi sapere che non è così, soprattutto se stai cercando una soluzione per la tua salute ossea e articolare. 🦵

Se pensiamo alla struttura portante del pesce (la sua lisca) possiamo facilmente riconoscere la sua differenza rispetto alle nostre ossa e articolazioni. 🦴
Il collagene per composizione più simile al nostro e quindi più efficace è quello suino. 🐷

La cosa importante è che venga da allevamenti sicuri e controllati, come Neogela ✅

Vuoi sapere se Neogela è il collagene che fa al caso tuo? Contattaci in privato 👨‍⚕️","Pensi che il collagene marino sia quello più facilmente assimilabile dal nostro corpo? Devi sapere che non è così, soprattutto se stai cercando una soluzione per la tua salute ossea e articolare. 🦵

Se pensiamo alla struttura portante del pesce (la sua lisca) possiamo facilmente riconoscere la sua differenza rispetto alle nostre ossa e articolazioni. 🦴
Il collagene per composizione più simile al nostro e quindi più efficace è quello suino. 🐷

La cosa importante è che venga da allevamenti sicuri e controllati, come Neogela ✅

Vuoi sapere se Neogela è il collagene che fa al caso tuo? Contattaci in privato 👨‍⚕️",59,"08/08/2025 02:59",N/A,https://www.facebook.com/reel/1816247388930127/,0,0,Reels,,,,,Lifetime,585,448,7,4,0,3,1,,1,585,0,448,0,,,,,0,229,6931.809,13.835,0,,0
1324009189725830,100063502856757,NEOGELA,"L’osteoporosi maschile è una forma più rara ma non per questo da sottovalutare. 
Il Dottor Zeggio ci racconta quali sono i fattori che possono dare origine a questa patologia nell’uomo 🩺

👉 Video completo sul canale YouTube Neogela","L’osteoporosi maschile è una forma più rara ma non per questo da sottovalutare. 
Il Dottor Zeggio ci racconta quali sono i fattori che possono dare origine a questa patologia nell’uomo 🩺

👉 Video completo sul canale YouTube Neogela",52,"08/05/2025 02:59",auto,https://www.facebook.com/reel/620650221105840/,0,0,Reels,,,,,Lifetime,1185,1194,10,7,0,3,7,,7,1186,0,1194,0,,,,,0,318,5183.957,4.695,0,,0
